Employee_ID,Age,Gender,Education_Level,Marital_Status,Department,Location,Years_at_Company,Years_in_Current_Role,Promotion_Last_3Yrs,Employment_Type,Training_Hours,Monthly_Salary,Salary_Hike_Percent,Bonus,Stock_Options,Benefits_Score,Performance_Rating,Manager_Rating,Projects_Assigned,Certification_Count,Overtime_Hours,Work_Life_Balance,Commute_Distance_KM,Remote_Work_Days,Team_Size,Job_Satisfaction,Engagement_Score,Absenteeism_Days,Attrition,High_Risk_Employee
EMP01496,50,Female,Bachelor,Married,Customer Support,Mumbai,5,4,0,Full-Time,52.40245092,54813.10819,14.05770015,6675.464228,16,8,4,4,4,3,31.08102633,2,49,0,10,3,23,18,1,1
EMP01497,23,Female,Bachelor,Married,Customer Support,Chennai,17,12,0,Full-Time,33.39745941,63701.6706,18.0869691,9786.297594,378,9,5,5,6,2,22.77399754,4,3,0,5,5,37,7,0,1
EMP01498,39,Male,Bachelor,Single,Technology,Jaipur,5,5,1,Full-Time,48.11418944,105369.241,16.79312897,11739.88778,8,9,4,4,3,2,15.67881089,4,8,3,14,5,40,13,0,0
EMP01499,22,Male,Bachelor,Married,Finance,Hyderabad,17,0,1,Full-Time,48.84661885,122190.9368,17.70516986,9964.251915,215,6,4,3,6,3,17.83186809,4,24,1,7,7,71,3,0,0
EMP01500,23,Female,MBA,Single,Finance,Delhi,4,1,0,Contract,56.93616853,133776.4553,21.16950018,20023.70889,16,7,5,5,3,4,12.54683671,3,41,1,4,4,47,10,0,0
EMP01501,35,Female,Bachelor,Single,Cyber Security,Hyderabad,10,3,1,Full-Time,33.52482396,143607.8868,6.103847391,20204.77,63,6,2,1,6,2,20.06347078,3,24,2,9,5,44,13,0,0
EMP01502,49,Male,Master,Married,Operations,Chennai,6,4,1,Contract,50.83370327,77691.44365,10.80841798,15208.54743,95,5,3,1,4,3,22.63174817,3,40,1,6,3,28,16,1,1
EMP01503,42,Male,Master,Single,Cyber Security,Chennai,8,2,0,Full-Time,39.17606422,153527.9454,9.08733081,13012.85625,47,9,3,3,5,3,21.58667467,4,10,2,14,4,45,12,0,0
EMP01504,41,Male,Bachelor,Single,Investment Banking,Mumbai,2,0,0,Full-Time,52.15177229,199415.3049,16.47534844,23520.48989,1,8,4,1,5,3,27.97112756,3,14,0,7,4,23,8,1,1
EMP01505,55,Male,Bachelor,Married,Human Resources,Lucknow,18,16,0,Full-Time,33.45032066,103118.3179,16.86739748,15520.00622,182,9,4,5,3,1,13.03753493,4,20,2,6,4,32,5,0,0
EMP01506,55,Male,Bachelor,Married,Compliance,Lucknow,11,10,1,Full-Time,24.47947651,144420.3215,11.87560744,24111.09041,204,8,3,4,2,2,7.482336096,4,30,1,13,5,53,14,0,0
EMP01507,25,Female,Master,Single,Finance,Hyderabad,17,17,1,Full-Time,27.8432647,111077.3265,10.46053606,14651.7435,167,5,3,2,5,1,12.50317731,4,48,1,10,5,66,6,0,0
EMP01508,49,Female,Bachelor,Married,Cyber Security,Mumbai,14,13,0,Full-Time,56.08449675,150536.4817,14.00026969,26958.59004,482,6,4,2,6,3,18.46301105,3,32,2,8,4,30,6,0,1
EMP01509,22,Female,Bachelor,Married,Compliance,Ahmedabad,19,8,1,Contract,52.65740016,119043.184,21.74948487,15451.99033,451,7,5,1,3,2,9.177294738,5,28,1,13,5,40,11,0,0
EMP01510,29,Female,Bachelor,Single,Customer Support,Ahmedabad,4,0,1,Full-Time,33.50848151,72653.9092,14.98952568,6754.410163,12,7,4,3,5,1,23.50536967,2,43,0,13,4,42,9,0,0
EMP01511,37,Female,MBA,Married,Cyber Security,Delhi,7,1,0,Full-Time,35.42250108,146472.6747,11.10452495,19007.3438,51,8,3,1,5,0,15.79519798,3,21,2,13,4,28,9,0,1
EMP01512,52,Female,Bachelor,Married,Cyber Security,Mumbai,11,3,0,Contract,26.90697195,150283.5503,17.2705234,22694.60406,216,9,4,2,3,1,21.1965388,3,8,2,10,5,42,14,0,0
EMP01513,28,Female,Master,Married,Customer Support,Jaipur,16,3,0,Full-Time,20.18138255,60732.33947,11.22173509,10955.76001,401,6,3,2,5,0,27.44498726,3,3,0,13,3,29,24,1,1
EMP01514,26,Male,Master,Married,Compliance,Chennai,18,6,0,Contract,25.38273231,108630.487,11.60106246,9042.103016,237,7,3,1,6,2,8.640453354,4,12,1,13,3,36,13,0,1
EMP01515,23,Male,MBA,Married,Compliance,Hyderabad,13,12,0,Full-Time,40.23439455,130685.0112,14.016986,20909.28331,362,8,4,2,5,2,12.64343224,3,15,1,11,4,39,6,0,1
EMP01516,25,Male,Master,Single,Customer Support,Kolkata,15,0,0,Full-Time,43.00771701,61198.38645,17.5438966,10639.24741,303,9,4,1,5,3,21.58739276,3,9,0,11,2,25,16,1,1
EMP01517,31,Female,Master,Married,Cyber Security,Chennai,14,9,0,Full-Time,40.72162338,151679.2684,17.31576654,26489.02725,141,5,4,4,4,2,19.32702754,3,32,2,5,6,58,8,0,0
EMP01518,56,Female,MBA,Single,Customer Support,Mumbai,3,0,0,Full-Time,25.68652711,62299.12952,13.60683348,5649.86907,18,9,4,1,6,2,33.0554526,2,12,0,14,1,1,12,1,1
EMP01519,22,Male,Master,Married,Retail Banking,Lucknow,17,5,1,Full-Time,42.5861334,84000.96121,8.553337633,8104.715602,391,7,3,1,4,2,14.67582894,4,5,1,7,3,24,19,0,0
EMP01520,24,Female,Bachelor,Married,Finance,Jaipur,7,6,0,Full-Time,35.25727933,98251.51854,20.20537475,9718.824185,74,8,5,3,2,2,11.45799265,4,43,1,11,4,46,12,0,0
EMP01521,47,Male,Bachelor,Married,Retail Banking,Chennai,4,0,0,Full-Time,38.42971848,88837.06629,9.929934538,16500.90992,29,5,3,3,2,2,16.80436393,4,4,1,7,4,36,8,0,0
EMP01522,38,Female,MBA,Married,Investment Banking,Bangalore,16,7,0,Full-Time,45.72145815,193061.6623,14.11202317,17717.61789,186,8,4,3,6,1,29.06232876,3,38,0,8,4,37,10,0,1
EMP01523,29,Male,MBA,Married,Customer Support,Mumbai,7,5,0,Full-Time,66.27900826,65245.32085,15.94668355,5806.95777,70,8,4,5,2,4,24.48349347,3,42,0,10,3,24,20,1,1
EMP01524,51,Male,Master,Single,Cyber Security,Mumbai,12,8,0,Full-Time,29.44884925,152760.0838,13.86987176,21142.41628,421,9,4,4,6,0,23.57489094,3,30,2,4,5,52,5,0,0
EMP01525,29,Female,Master,Married,Human Resources,Delhi,8,4,0,Contract,59.6982003,70005.48483,21.75194333,13248.2458,64,6,5,4,3,4,15.69301417,3,36,2,14,4,35,10,0,0
EMP01526,50,Male,Master,Married,Compliance,Hyderabad,13,10,1,Full-Time,39.67894214,125886.6389,9.355335881,15672.75089,187,8,3,3,7,1,7.680817326,4,4,1,6,5,54,12,0,0
EMP01527,39,Male,Bachelor,Married,Compliance,Delhi,16,3,1,Full-Time,58.59601751,140827.6831,14.13106788,27034.24377,485,9,4,3,2,3,11.0802905,3,31,1,11,5,48,12,0,0
EMP01528,45,Male,Master,Married,Human Resources,Delhi,5,2,1,Full-Time,41.93616919,84820.52749,18.65600762,14754.13161,0,9,5,3,5,2,11.68641019,5,9,2,9,5,41,7,0,0
EMP01529,30,Female,Bachelor,Single,Operations,Chennai,6,0,0,Full-Time,36.34384438,82721.36778,15.89445158,10337.4038,83,5,4,5,4,1,13.29225557,4,26,1,10,5,57,7,0,0
EMP01530,41,Female,PhD,Single,Risk Management,Hyderabad,0,0,0,Full-Time,38.4535676,137086.6521,10.7189445,14542.92714,23,6,3,1,5,2,17.3415207,2,19,2,12,4,30,14,0,1
EMP01531,34,Male,MBA,Single,Finance,Ahmedabad,3,1,1,Contract,45.70050636,118415.0131,19.5256644,10191.13165,12,8,5,2,7,2,17.89442557,4,11,1,13,4,35,14,0,0
EMP01532,58,Female,Master,Married,Retail Banking,Pune,19,9,0,Full-Time,57.84216949,100863.1908,18.59022676,13874.81315,214,7,5,5,4,2,20.53264122,2,11,1,5,5,65,6,0,0
EMP01533,40,Female,Bachelor,Single,Human Resources,Kolkata,10,7,0,Full-Time,22.61448979,82644.51775,10.22676835,9400.565442,92,9,3,2,3,1,8.484326349,4,34,2,12,2,12,22,0,1
EMP01534,26,Male,Bachelor,Married,Retail Banking,Lucknow,9,3,1,Full-Time,51.31229779,102040.5737,9.823958584,12353.43872,46,9,3,3,2,4,25.92883665,2,47,1,4,4,37,6,0,0
EMP01535,57,Male,Bachelor,Married,Investment Banking,Lucknow,12,2,0,Full-Time,53.12452585,197706.5568,10.11403782,23477.76417,378,7,3,1,7,3,32.46260797,1,9,0,14,3,38,19,1,1
EMP01536,45,Male,Master,Single,Cyber Security,Kolkata,19,10,1,Full-Time,38.99649826,163580.5732,9.886824617,24518.12296,273,7,3,3,2,1,19.8043403,3,42,2,4,4,36,13,0,0
EMP01537,55,Male,Master,Married,Cyber Security,Ahmedabad,12,6,0,Contract,42.71181601,156808.3348,15.22893903,26678.9236,103,7,4,3,3,1,29.43459313,3,20,2,12,4,34,6,0,1
EMP01538,29,Female,Bachelor,Married,Compliance,Bangalore,5,2,0,Full-Time,51.51695506,119427.9382,12.10017961,19058.71329,26,5,4,3,7,4,16.27496441,3,8,1,6,2,33,21,0,1
EMP01539,25,Male,Master,Single,Compliance,Delhi,17,12,0,Full-Time,45.45928361,124722.9672,10.49127107,13745.87513,185,9,3,1,4,3,6.264003946,5,34,1,11,3,37,19,0,1
EMP01540,59,Female,MBA,Married,Operations,Mumbai,11,6,0,Full-Time,38.35955411,81386.31442,15.62660946,9284.592608,112,8,4,4,6,1,19.24117951,3,35,1,12,5,54,10,0,0
EMP01541,29,Female,Bachelor,Married,Operations,Hyderabad,1,0,0,Full-Time,49.18492697,77556.01875,12.15092172,12964.08281,9,5,4,1,7,2,20.33804991,2,15,1,4,1,9,13,0,1
EMP01542,30,Male,Master,Single,Retail Banking,Kolkata,5,3,0,Full-Time,29.36487697,101985.2474,8.51585173,17565.27747,22,6,3,4,7,2,13.64606828,4,11,1,14,4,37,10,0,0
EMP01543,52,Female,MBA,Married,Retail Banking,Delhi,6,2,0,Full-Time,41.22852683,94410.58948,5.598872747,11293.83298,56,6,2,5,2,3,15.68935545,4,21,1,7,3,30,21,0,0
EMP01544,52,Male,Master,Married,Investment Banking,Pune,2,0,0,Full-Time,35.295736,192469.8827,10.51909242,18103.0562,29,7,3,2,3,1,28.49333705,2,20,0,4,4,42,7,1,1
EMP01545,28,Other,Master,Single,Investment Banking,Kolkata,10,5,0,Full-Time,34.10340717,206009.6219,14.60437862,37894.87433,84,6,4,2,6,2,29.89160091,2,39,0,7,3,32,18,1,1
EMP01546,46,Female,Master,Married,Investment Banking,Bangalore,8,2,0,Full-Time,36.08740926,183671.3133,15.39724527,32809.77821,62,5,4,5,6,3,37.97009463,1,17,0,8,5,52,7,0,0
EMP01547,34,Female,PhD,Single,Cyber Security,Hyderabad,13,2,0,Full-Time,19.56959504,151901.4376,13.93063493,25020.71402,170,7,4,4,5,0,20.94059882,3,13,2,4,3,29,10,0,0
EMP01548,26,Female,Bachelor,Married,Cyber Security,Pune,10,9,0,Full-Time,23.53692844,140974.8229,18.81059636,22176.68304,76,8,5,1,4,0,25.76547765,3,30,2,14,3,29,14,1,1
EMP01549,39,Male,Master,Married,Retail Banking,Bangalore,5,5,1,Contract,59.4841609,77933.51142,15.45002763,8564.913271,25,9,4,2,2,2,19.6270995,3,21,1,4,4,46,10,0,0
EMP01550,28,Female,Bachelor,Single,Technology,Hyderabad,18,12,0,Full-Time,26.37305821,122082.9055,17.40767214,12816.87078,292,7,4,3,5,2,16.60582465,4,16,3,12,3,35,21,0,0
EMP01551,59,Female,Bachelor,Married,Customer Support,Pune,14,7,0,Full-Time,40.76905881,54089.02819,14.57050698,7325.780215,434,5,4,5,4,3,27.68046148,3,25,0,5,3,37,14,1,1
EMP01552,36,Female,Bachelor,Single,Operations,Ahmedabad,13,4,1,Full-Time,26.01824662,80309.49333,17.10599319,9357.593357,382,9,4,3,6,1,19.82923417,3,49,1,14,5,44,11,0,0
EMP01553,54,Female,Bachelor,Single,Retail Banking,Bangalore,11,8,1,Full-Time,29.42184743,85694.95813,18.89363464,7281.024456,340,8,5,2,4,0,17.29564263,3,10,1,8,3,21,21,0,0
EMP01554,52,Female,PhD,Married,Operations,Delhi,12,10,0,Full-Time,22.73112891,74016.75337,13.82641742,13840.46194,226,7,4,1,6,2,19.89532,3,22,1,13,1,12,21,0,1
EMP01555,30,Male,MBA,Single,Compliance,Hyderabad,4,1,1,Full-Time,58.60708836,114656.9186,10.52265295,11419.98738,20,5,3,2,3,3,14.19678557,4,9,1,10,4,49,12,0,0
EMP01556,40,Male,Bachelor,Married,Compliance,Hyderabad,11,2,0,Full-Time,51.78662223,146520.2256,18.62365108,18091.91944,332,9,5,2,5,3,17.21422878,2,9,1,11,4,28,12,0,1
EMP01557,27,Female,Master,Married,Technology,Bangalore,16,13,1,Full-Time,52.09688651,107368.3755,19.48773636,9474.225769,204,6,5,4,3,2,10.12344791,4,14,3,6,6,64,7,0,0
EMP01558,57,Male,Master,Single,Investment Banking,Jaipur,18,9,0,Contract,40.87881712,201655.7136,9.080059652,20899.00965,421,7,3,4,3,1,26.31410165,3,17,0,5,5,54,10,0,0
EMP01559,53,Female,MBA,Single,Cyber Security,Jaipur,2,1,1,Full-Time,53.63765417,154806.126,15.27543178,19861.44145,6,6,4,2,6,3,15.28360177,5,41,2,8,4,43,14,0,0
EMP01560,49,Female,Master,Married,Risk Management,Ahmedabad,17,16,0,Full-Time,33.75132768,140185.4086,18.42334544,20041.54697,357,7,5,1,5,1,13.54324281,3,17,2,5,4,43,7,0,1
EMP01561,59,Male,Bachelor,Single,Compliance,Delhi,17,0,0,Full-Time,55.59873963,134977.8756,19.79190236,21676.86238,314,7,5,1,4,2,13.70620526,4,16,1,12,2,16,22,0,1
EMP01562,31,Male,MBA,Single,Risk Management,Pune,8,6,1,Full-Time,38.24484232,160913.9973,10.31743431,27609.72882,50,5,3,5,2,4,6.099749037,5,25,2,14,6,62,5,0,0
EMP01563,56,Female,Master,Single,Retail Banking,Hyderabad,2,0,1,Full-Time,19.72412765,75299.53773,10.83104852,13273.39101,23,9,3,2,5,1,24.27635492,3,28,1,13,3,20,23,1,1
EMP01564,45,Male,Master,Married,Retail Banking,Kolkata,10,10,1,Full-Time,29.29038776,89942.38086,6.897412744,8416.118705,46,6,2,3,5,1,17.68989187,4,23,1,6,5,46,8,0,0
EMP01565,55,Female,MBA,Married,Retail Banking,Delhi,19,5,1,Full-Time,43.99299351,90223.3913,21.69581005,14884.77729,310,5,5,2,2,4,15.26139423,3,49,1,9,5,51,9,0,0
EMP01566,30,Male,MBA,Single,Compliance,Delhi,15,0,1,Full-Time,31.97343942,136856.5237,12.36419575,24781.76535,382,5,4,4,4,0,15.58733877,3,24,1,9,6,56,6,0,0
EMP01567,48,Female,Master,Single,Investment Banking,Chennai,14,8,0,Full-Time,29.82758688,195878.2307,12.02556907,37710.22467,325,9,4,4,5,1,27.9881983,2,13,0,11,3,37,11,0,1
EMP01568,55,Male,Master,Married,Investment Banking,Kolkata,5,4,1,Full-Time,29.24886371,186975.9132,11.26485331,22384.34862,23,5,3,4,7,3,31.37863818,1,3,0,6,6,55,12,0,0
EMP01569,36,Female,PhD,Married,Retail Banking,Mumbai,8,5,0,Full-Time,33.28050178,92351.95336,9.032560723,17729.84775,34,8,3,5,7,2,15.18007825,4,16,1,11,4,29,6,0,0
EMP01570,48,Male,Bachelor,Single,Investment Banking,Lucknow,0,0,0,Full-Time,45.77814404,201251.8695,17.64851497,17364.71264,16,9,4,4,3,3,22.93473709,3,31,0,12,5,58,8,0,0
EMP01571,48,Female,Bachelor,Married,Human Resources,Kolkata,13,5,0,Full-Time,26.99043301,101722.9986,12.35069673,15541.6829,326,8,4,4,4,3,3.167895186,4,32,2,5,4,42,10,0,0
EMP01572,53,Male,Bachelor,Married,Retail Banking,Kolkata,18,8,0,Full-Time,23.81734076,94087.6002,17.71844952,18365.70995,383,5,4,3,7,0,15.94567925,3,3,1,7,2,22,11,0,0
EMP01573,48,Female,MBA,Married,Cyber Security,Jaipur,2,0,0,Full-Time,29.76145436,149802.8415,19.47654168,18670.34982,10,8,5,4,2,2,19.71838895,3,4,2,6,4,27,11,0,0
EMP01574,47,Female,Master,Single,Retail Banking,Ahmedabad,8,4,1,Full-Time,36.16887689,78928.8229,16.31045421,11947.18288,56,9,4,4,4,2,19.98434668,3,48,1,6,5,44,11,0,0
EMP01575,38,Male,Bachelor,Married,Compliance,Delhi,8,1,0,Full-Time,29.78958027,118143.9766,21.91901702,22718.6848,80,8,5,3,3,3,4.879881242,4,22,1,6,5,43,6,0,0
EMP01576,37,Male,PhD,Married,Technology,Jaipur,4,2,1,Contract,50.21676785,140309.9831,13.44122438,24523.74306,15,5,4,3,6,3,7.941203653,5,23,3,13,6,36,9,0,0
EMP01577,56,Male,Master,Married,Cyber Security,Bangalore,5,3,1,Full-Time,17.31634511,137770.9856,17.26553142,22470.23884,1,7,4,5,3,0,24.33416853,1,3,2,14,5,46,5,0,0
EMP01578,47,Female,MBA,Married,Compliance,Delhi,11,0,0,Full-Time,20.55146655,141484.2949,11.92803706,23224.94032,168,6,3,4,5,0,8.236058483,4,18,1,5,5,50,7,0,0
EMP01579,59,Female,Bachelor,Married,Customer Support,Pune,6,4,1,Full-Time,40.53116692,50272.58756,12.33356985,8941.415426,60,7,4,5,2,3,24.85236313,2,5,0,9,5,50,12,0,0
EMP01580,51,Female,Master,Married,Retail Banking,Lucknow,6,3,0,Contract,48.32364685,86587.6305,20.74245326,8634.439857,39,6,5,2,7,3,10.35286579,4,35,1,9,3,21,10,0,1
EMP01581,58,Male,Master,Married,Operations,Hyderabad,19,18,0,Full-Time,50.16258267,81819.50962,18.57054632,7306.971812,306,6,5,5,3,2,12.7409369,3,28,1,9,2,27,21,0,0
EMP01582,35,Male,Master,Married,Retail Banking,Pune,9,8,0,Contract,74.29585564,96020.30726,18.33852024,17148.98393,37,5,5,1,4,2,19.11906742,4,38,1,8,3,29,20,0,1
EMP01583,39,Female,Master,Married,Retail Banking,Pune,15,6,0,Full-Time,64.67797876,84499.96628,16.23432675,16028.98227,404,9,4,1,6,4,15.32141767,4,16,1,6,1,23,14,0,1
EMP01584,49,Female,MBA,Married,Operations,Chennai,16,12,0,Full-Time,35.29238317,75329.96477,4.560499982,6889.379833,159,8,2,5,2,1,23.9691092,3,17,1,13,3,31,15,0,1
EMP01585,37,Other,Bachelor,Married,Investment Banking,Hyderabad,12,6,0,Full-Time,34.01154658,209230.5013,16.29682904,24713.59928,450,6,4,3,6,1,17.98767777,4,22,0,14,5,44,7,0,0
EMP01586,23,Male,MBA,Single,Human Resources,Hyderabad,4,1,1,Full-Time,62.73870713,87062.52268,15.53942561,10772.27082,28,8,4,2,5,3,14.67946122,4,29,2,5,4,47,11,0,0
EMP01587,41,Female,Bachelor,Married,Finance,Ahmedabad,13,12,1,Full-Time,51.49162474,126300.974,21.78595059,22294.77713,460,9,5,4,7,1,16.59875698,3,13,1,13,5,52,10,0,0
EMP01588,51,Male,Bachelor,Married,Cyber Security,Lucknow,8,6,0,Full-Time,38.90715311,157789.9648,9.538353122,15815.4633,84,9,3,4,7,2,19.92528676,3,2,2,13,5,38,5,0,0
EMP01589,30,Male,Bachelor,Married,Customer Support,Jaipur,13,12,0,Full-Time,37.37219163,50933.6638,14.14247505,9861.852658,253,9,4,4,2,1,21.6699587,3,19,0,14,2,15,18,0,1
EMP01590,22,Female,Bachelor,Married,Human Resources,Hyderabad,7,4,1,Full-Time,42.65911041,85466.42264,13.73228648,16247.61873,62,7,4,3,6,3,9.708507496,5,15,2,4,4,54,9,0,0
EMP01591,48,Female,Bachelor,Married,Finance,Bangalore,19,8,0,Full-Time,25.35528971,128979.9644,13.24551215,19722.7414,467,8,4,1,5,1,16.35550162,3,2,1,6,4,30,13,0,0
EMP01592,30,Other,MBA,Married,Compliance,Kolkata,9,4,1,Full-Time,28.40179593,126076.0513,14.25764319,14527.09423,92,5,4,1,6,1,4.217949671,4,42,1,5,4,39,6,0,0
EMP01593,41,Male,Master,Married,Retail Banking,Chennai,8,1,0,Full-Time,25.88501537,73707.66114,19.85780479,13944.24185,33,9,5,1,6,2,19.2041622,3,14,1,4,1,6,20,0,1
EMP01594,48,Male,Bachelor,Married,Cyber Security,Chennai,6,6,0,Full-Time,30.12850347,151662.2829,6.858235171,22386.04317,42,9,2,2,6,1,17.77827239,2,36,2,7,3,29,14,0,1
EMP01595,56,Female,Master,Married,Investment Banking,Hyderabad,9,2,0,Full-Time,40.56953683,212591.0184,16.69331778,22545.84529,77,5,4,4,3,0,33.19579265,2,23,0,11,5,27,7,0,0
EMP01596,54,Female,Bachelor,Married,Human Resources,Mumbai,9,8,1,Full-Time,44.35144503,78989.09575,11.22628014,7696.914323,87,6,3,3,6,3,10.50978868,4,28,2,7,5,57,7,0,0
EMP01597,34,Male,Bachelor,Single,Operations,Chennai,7,0,1,Full-Time,24.68770041,66752.18496,15.06604647,7675.661851,30,7,4,3,4,0,19.81254369,4,31,1,5,4,41,5,0,0
EMP01598,35,Male,Master,Single,Compliance,Kolkata,16,7,0,Full-Time,31.34906187,132232.5226,10.95473759,14679.26651,438,8,3,4,3,3,4.798107678,5,14,1,7,5,43,11,0,0
EMP01599,22,Male,Master,Married,Technology,Delhi,19,3,0,Full-Time,50.96801027,132521.868,21.71695671,19751.92742,179,9,5,2,4,3,13.38549172,4,6,3,7,3,34,12,0,1
EMP01600,28,Female,MBA,Married,Finance,Ahmedabad,5,5,0,Contract,40.25925387,116697.366,9.445510919,19011.81189,22,7,3,1,6,1,15.69375042,4,14,1,11,5,35,14,0,0
EMP01601,54,Male,Bachelor,Single,Investment Banking,Mumbai,19,2,1,Full-Time,32.60615346,195919.2217,14.9659129,21101.38082,420,5,4,3,3,2,35.61758015,1,19,0,11,5,45,11,0,0
EMP01602,55,Male,Master,Single,Technology,Kolkata,18,18,1,Full-Time,30.84010752,104209.555,11.9849487,12011.05576,273,7,3,5,6,4,19.89991369,3,14,3,11,6,63,12,0,0
EMP01603,49,Male,Master,Single,Risk Management,Bangalore,12,4,0,Full-Time,49.99126521,147685.5109,16.46762622,18200.27858,285,8,4,4,5,3,13.70099044,3,28,2,7,5,46,7,0,0
EMP01604,28,Male,PhD,Married,Risk Management,Hyderabad,4,0,0,Full-Time,10.3518567,137544.5884,10.54618352,23234.10096,23,8,3,5,4,1,10.0775756,3,30,2,9,3,27,21,0,1
EMP01605,45,Male,Bachelor,Married,Compliance,Lucknow,3,0,1,Full-Time,65.63689311,122043.2578,9.892133478,24082.70427,21,5,3,3,2,3,5.090414344,5,33,1,8,6,53,5,0,0
EMP01606,36,Female,Master,Married,Human Resources,Kolkata,11,9,1,Full-Time,35.29463752,95031.01861,10.99487782,14123.38363,387,9,3,2,2,2,7.086354169,4,48,2,7,4,42,6,0,0
EMP01607,45,Male,Master,Single,Investment Banking,Jaipur,14,6,1,Full-Time,40.69353613,211691.3819,5.10437787,42271.53819,119,6,2,5,4,1,28.14343771,1,18,0,7,6,65,14,0,0
EMP01608,48,Female,PhD,Single,Finance,Chennai,1,1,1,Full-Time,43.27458395,133752.859,16.95989448,16635.18959,5,9,4,5,5,1,13.18156419,4,29,1,7,8,57,2,0,0
EMP01609,24,Male,Bachelor,Married,Investment Banking,Ahmedabad,14,10,0,Full-Time,50.82565492,195833.4235,17.32047408,35795.5943,266,6,4,3,3,2,27.80910074,2,6,0,9,4,37,9,0,1
EMP01610,31,Female,Master,Single,Operations,Jaipur,18,16,0,Full-Time,28.53576965,91705.98295,17.13389853,8537.51321,292,8,4,2,4,1,12.18190204,3,36,1,4,2,13,21,0,1
EMP01611,33,Female,Bachelor,Married,Human Resources,Chennai,7,3,1,Full-Time,43.82331436,84361.12076,17.29550974,15550.69394,75,6,4,3,3,3,12.70747172,3,45,2,7,5,30,10,0,0
EMP01612,50,Female,Master,Single,Risk Management,Lucknow,14,11,0,Full-Time,31.813516,152406.4624,16.50935014,24212.87971,482,8,4,3,3,2,18.06679907,3,3,2,14,4,56,11,0,0
EMP01613,29,Female,Bachelor,Single,Cyber Security,Ahmedabad,9,8,0,Full-Time,46.06294392,153409.7823,12.49676615,21929.61696,87,7,4,1,6,2,22.83834531,2,29,2,13,1,9,11,1,1
EMP01614,31,Male,Bachelor,Married,Investment Banking,Pune,12,3,0,Full-Time,39.23568041,197104.6708,17.44690906,26625.51856,207,9,4,3,6,1,23.55293192,2,31,0,10,4,39,6,0,1
EMP01615,38,Male,Master,Single,Operations,Mumbai,18,7,1,Contract,36.06602448,88475.10063,12.85842369,15971.86445,156,7,4,1,5,1,13.52903085,4,17,1,12,4,22,12,0,0
EMP01616,30,Female,Bachelor,Single,Finance,Ahmedabad,0,0,0,Full-Time,61.01288307,138905.2765,15.34718895,22093.85414,7,8,4,5,3,3,11.94849953,4,34,1,11,6,62,7,0,0
EMP01617,36,Other,Bachelor,Married,Risk Management,Kolkata,10,9,0,Full-Time,31.01497456,134164.7119,12.49122858,10857.18429,84,9,4,3,4,2,12.38114135,3,45,2,12,3,24,10,0,0
EMP01618,25,Female,Bachelor,Single,Customer Support,Kolkata,17,2,1,Full-Time,44.44254128,71242.79908,18.171581,12526.6087,136,8,5,3,6,4,23.96668907,3,32,0,7,5,64,8,0,0
EMP01619,42,Female,Bachelor,Married,Finance,Bangalore,18,15,0,Full-Time,41.73740658,119095.7268,11.76505066,18201.25291,247,9,3,3,2,2,10.71343204,3,36,1,6,3,27,19,0,0
EMP01620,28,Female,PhD,Single,Customer Support,Lucknow,17,5,1,Full-Time,44.49597619,54437.81638,15.87324134,9061.959627,340,7,4,1,2,3,29.73549665,1,29,0,14,2,23,11,1,1
EMP01621,29,Male,Master,Married,Cyber Security,Pune,18,13,0,Contract,34.2901421,166690.4815,16.90421517,20916.45871,373,5,4,1,4,1,18.96495401,3,46,2,12,3,25,15,0,1
EMP01622,41,Male,MBA,Married,Cyber Security,Ahmedabad,6,1,1,Full-Time,28.12496599,165808.2484,8.690202365,28699.66235,50,9,3,3,4,0,20.76859864,2,18,2,9,4,31,10,0,0
EMP01623,28,Female,Bachelor,Married,Risk Management,Delhi,4,0,0,Contract,23.92610582,160275.4708,21.04104027,31181.00098,14,9,5,4,2,2,10.70241201,5,3,2,10,6,61,8,0,0
EMP01624,27,Female,MBA,Married,Compliance,Mumbai,13,12,0,Full-Time,42.06892342,130703.3287,14.08266971,14806.56273,253,9,4,5,2,2,13.46285742,4,22,1,13,6,61,8,0,0
EMP01625,30,Male,Master,Married,Human Resources,Bangalore,10,10,0,Full-Time,37.13525573,89785.20315,14.54891686,8900.09531,31,9,4,2,3,2,5.218807019,5,44,2,5,3,17,18,0,1
EMP01626,35,Female,Master,Single,Cyber Security,Lucknow,10,5,0,Full-Time,46.89116163,148087.8181,13.13105672,22889.37088,49,8,4,3,2,3,26.13250106,2,15,2,5,3,43,20,0,1
EMP01627,57,Male,Master,Single,Compliance,Kolkata,1,1,0,Full-Time,44.96607342,129099.528,20.96975393,12763.41369,15,9,5,4,4,2,6.84640109,4,46,1,9,4,40,12,0,0
EMP01628,50,Female,Master,Single,Investment Banking,Lucknow,8,3,1,Full-Time,49.30571649,206346.164,20.31506008,29223.76645,75,6,5,1,3,3,31.2016902,1,14,0,11,4,55,11,1,1
EMP01629,24,Male,Master,Married,Operations,Mumbai,0,0,0,Full-Time,31.83991532,86413.25499,11.45073717,10990.46667,14,6,3,5,5,0,15.59269206,3,23,1,9,5,58,12,0,0
EMP01630,52,Male,Bachelor,Married,Compliance,Ahmedabad,14,9,0,Full-Time,46.00686041,126037.5846,14.62535007,14558.87017,190,7,4,3,2,3,11.58478704,5,7,1,8,6,68,7,0,0
